Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2021-04-07 18:00:26;"Evening Workout";"Squat (Barbell)";1;60;kg;8;;;;0;"";"Legs";29m
2021-04-07 18:00:26;"Evening Workout";"Squat (Barbell)";2;80;kg;8;;;;0;;;29m
2021-04-07 18:00:26;"Evening Workout";"Squat (Barbell)";3;100;kg;8;;;;0;;;29m
2021-04-07 18:00:26;"Evening Workout";"Squat (Barbell)";4;60;kg;11;;;;0;;;29m
2021-04-07 18:00:26;"Evening Workout";"Standing Calf Raise (Barbell)";1;60;kg;12;;;;0;"";;29m
2021-04-07 18:00:26;"Evening Workout";"Standing Calf Raise (Barbell)";2;60;kg;12;;;;0;;;29m
2021-04-07 18:00:26;"Evening Workout";"Standing Calf Raise (Barbell)";3;60;kg;12;;;;0;;;29m
2021-04-07 18:00:26;"Evening Workout";"Standing Calf Raise (Barbell)";4;60;kg;12;;;;0;;;29m
2021-04-14 18:14:41;"Evening Workout";"Squat (Barbell)";1;60;kg;5;;;;0;"";"Legs";57m
2021-04-14 18:14:41;"Evening Workout";"Squat (Barbell)";2;80;kg;5;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Squat (Barbell)";3;100;kg;5;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Squat (Barbell)";4;120;kg;5;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Squat (Barbell)";5;130;kg;5;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Standing Calf Raise (Dumbbell)";1;50;kg;12;;;;0;"";;57m
2021-04-14 18:14:41;"Evening Workout";"Standing Calf Raise (Dumbbell)";2;50;kg;12;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Standing Calf Raise (Dumbbell)";3;50;kg;15;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Standing Calf Raise (Dumbbell)";4;50;kg;15;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Romanian Deadlift (Dumbbell)";1;12.5;kg;12;;;;0;"";;57m
2021-04-14 18:14:41;"Evening Workout";"Romanian Deadlift (Dumbbell)";2;27.5;kg;12;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Romanian Deadlift (Dumbbell)";3;27.5;kg;12;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Romanian Deadlift (Dumbbell)";4;27.5;kg;12;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Bulgarian Split Squat";1;0;kg;10;;;;0;"";;57m
2021-04-14 18:14:41;"Evening Workout";"Bulgarian Split Squat";2;0;kg;10;;;;0;;;57m
2021-04-14 18:14:41;"Evening Workout";"Bulgarian Split Squat";3;0;kg;10;;;;0;;;57m
2021-04-17 15:08:28;"Afternoon Workout";"Deadlift (Barbell)";1;70;kg;8;;;;0;"";"Deadlift";1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Deadlift (Barbell)";2;100;kg;5;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Deadlift (Barbell)";3;120;kg;5;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Deadlift (Barbell)";4;140;kg;5;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Deadlift (Barbell)";5;140;kg;5;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Seated Overhead Press (Barbell)";1;20;kg;12;;;;0;"";;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Seated Overhead Press (Barbell)";2;30;kg;12;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Seated Overhead Press (Barbell)";3;40;kg;12;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Seated Overhead Press (Barbell)";4;40;kg;12;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Bicep Curl (Barbell)";1;20;kg;12;;;;0;"";;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Bicep Curl (Barbell)";2;20;kg;12;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Bicep Curl (Barbell)";3;20;kg;12;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Bicep Curl (Barbell)";4;20;kg;12;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Shrug (Dumbbell)";1;25;kg;12;;;;0;"";;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Shrug (Dumbbell)";2;25;kg;15;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Shrug (Dumbbell)";3;25;kg;15;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Shrug (Dumbbell)";4;25;kg;15;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Bent Over Row (Barbell)";1;40;kg;12;;;;0;"";;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Bent Over Row (Barbell)";2;60;kg;8;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Bent Over Row (Barbell)";3;60;kg;8;;;;0;;;1h 7m
2021-04-17 15:08:28;"Afternoon Workout";"Bent Over Row (Barbell)";4;60;kg;8;;;;0;;;1h 7m
2021-04-19 17:38:05;"Afternoon Workout";"Bench Press (Dumbbell)";1;11;kg;15;;;;0;"";"Push";1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Bench Press (Dumbbell)";2;22;kg;5;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Bench Press (Dumbbell)";3;27;kg;5;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Bench Press (Dumbbell)";4;27;kg;5;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Bench Press (Dumbbell)";5;27;kg;5;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Bench Press (Dumbbell)";6;27;kg;8;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Lateral Raise (Dumbbell)";1;5;kg;15;;;;0;"";;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Lateral Raise (Dumbbell)";2;11;kg;8;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Lateral Raise (Dumbbell)";3;11;kg;8;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Lateral Raise (Dumbbell)";4;11;kg;10;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Incline Bench Press (Barbell)";1;20;kg;15;;;;0;"";;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Incline Bench Press (Dumbbell)";1;22;kg;5;;;;0;"";;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Incline Bench Press (Dumbbell)";2;22;kg;5;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Incline Bench Press (Dumbbell)";3;22;kg;5;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Incline Bench Press (Dumbbell)";4;22;kg;8;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Skullcrusher (Barbell)";1;7.5;kg;15;;;;0;"Tri bar 7.5kg";;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Skullcrusher (Barbell)";2;12.5;kg;15;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Skullcrusher (Barbell)";3;17.5;kg;15;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Skullcrusher (Barbell)";4;20;kg;15;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Arnold Press (Dumbbell)";1;11;kg;12;;;;0;"Fat Grip";;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Arnold Press (Dumbbell)";2;11;kg;12;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Arnold Press (Dumbbell)";3;11;kg;12;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Bench Press - Close Grip (Barbell)";1;40;kg;10;;;;0;"";;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Bench Press - Close Grip (Barbell)";2;40;kg;10;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Bench Press - Close Grip (Barbell)";3;40;kg;10;;;;0;;;1h 14m
2021-04-19 17:38:05;"Afternoon Workout";"Bench Press - Close Grip (Barbell)";4;40;kg;11;;;;0;;;1h 14m
2021-04-20 17:34:28;"Afternoon Workout";"T Bar Row";1;10;kg;12;;;;0;"Narrow handle ";"Pull";42m
2021-04-20 17:34:28;"Afternoon Workout";"T Bar Row";2;20;kg;12;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"T Bar Row";3;40;kg;12;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"T Bar Row";4;40;kg;12;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"T Bar Row";5;45;kg;15;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"Hammer Curl (Dumbbell)";1;11;kg;8;;;;0;"Fat grip";;42m
2021-04-20 17:34:28;"Afternoon Workout";"Hammer Curl (Dumbbell)";2;11;kg;10;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"Hammer Curl (Dumbbell)";3;11;kg;10;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"Hammer Curl (Dumbbell)";4;11;kg;12;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"Face Pull (Cable)";1;0;kg;15;;;;0;"Band";;42m
2021-04-20 17:34:28;"Afternoon Workout";"Face Pull (Cable)";2;0;kg;15;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"Face Pull (Cable)";3;0;kg;15;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"Face Pull (Cable)";4;0;kg;15;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"Bicep Curl (Dumbbell)";1;11;kg;10;;;;0;"Fat Grip";;42m
2021-04-20 17:34:28;"Afternoon Workout";"Bicep Curl (Dumbbell)";2;11;kg;10;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"Bicep Curl (Dumbbell)";3;11;kg;10;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"Bicep Curl (Dumbbell)";4;11;kg;10;;;;0;;;42m
2021-04-20 17:34:28;"Afternoon Workout";"Bicep Curl (Barbell)";1;20;kg;12;;;;0;"";;42m
2021-04-21 18:07:33;"Evening Workout";"Squat (Barbell)";1;60;kg;5;;;;0;"";"Legs";1h 6m
2021-04-21 18:07:33;"Evening Workout";"Squat (Barbell)";2;80;kg;5;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Squat (Barbell)";3;100;kg;5;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Squat (Barbell)";4;120;kg;5;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Squat (Barbell)";5;130;kg;5;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Squat (Barbell)";6;100;kg;8;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Hip Thrust (Barbell)";1;70;kg;10;;;;0;"";;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Hip Thrust (Barbell)";2;70;kg;10;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Hip Thrust (Barbell)";3;70;kg;10;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Hip Thrust (Barbell)";4;70;kg;12;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Standing Calf Raise (Barbell)";1;70;kg;15;;;;0;"";;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Standing Calf Raise (Barbell)";2;70;kg;15;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Standing Calf Raise (Barbell)";3;70;kg;15;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Standing Calf Raise (Barbell)";4;70;kg;15;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Bulgarian Split Squat";1;0;kg;10;;;;0;"Bodyweight 108kg";;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Bulgarian Split Squat";2;0;kg;10;;;;0;;;1h 6m
2021-04-21 18:07:33;"Evening Workout";"Bulgarian Split Squat";3;0;kg;10;;;;0;;;1h 6m
2021-04-23 17:05:33;"Afternoon Workout";"Seated Overhead Press (Barbell)";1;20;kg;12;;;;0;"";"Push";1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";1;11.5;kg;10;;;;0;"";;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";2;16.5;kg;10;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";3;19;kg;10;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";4;22.5;kg;10;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";5;22.5;kg;9;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Bench Press (Barbell)";1;20;kg;15;;;;0;"";;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Bench Press (Dumbbell)";1;22.5;kg;10;;;;0;"";;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Bench Press (Dumbbell)";2;22.5;kg;10;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Bench Press (Dumbbell)";3;22.5;kg;10;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Bench Press (Dumbbell)";4;22.5;kg;10;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Triceps Extension (Barbell)";1;7.5;kg;15;;;;0;"EZ Bar 7.5kg";;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Triceps Extension (Barbell)";2;10;kg;15;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Triceps Extension (Barbell)";3;12.5;kg;15;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Triceps Extension (Barbell)";4;15;kg;15;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Upright Row (Barbell)";1;15;kg;12;;;;0;"EZ bar 7.5kg";;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Upright Row (Barbell)";2;17.5;kg;12;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Upright Row (Barbell)";3;20;kg;12;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Upright Row (Barbell)";4;22.5;kg;15;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Incline Bench Press (Barbell)";1;20;kg;15;;;;0;"";;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Incline Bench Press (Dumbbell)";1;22.5;kg;8;;;;0;"";;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Incline Bench Press (Dumbbell)";2;22.5;kg;8;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Incline Bench Press (Dumbbell)";3;22.5;kg;7;;;;0;;;1h 17m
2021-04-23 17:05:33;"Afternoon Workout";"Incline Bench Press (Dumbbell)";4;19;kg;10;;;;0;;;1h 17m
2021-04-24 15:51:14;"Afternoon Workout";"Deadlift (Barbell)";1;70;kg;8;;;;0;"";"Deadlift";1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Deadlift (Barbell)";2;120;kg;5;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Deadlift (Barbell)";3;140;kg;5;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Deadlift (Barbell)";4;150;kg;5;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Deadlift (Barbell)";5;160;kg;5;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Hammer Curls Tricep Bar";1;17.5;kg;15;;;;0;"Tri Bar 7.5KG";;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Hammer Curls Tricep Bar";2;17.5;kg;15;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Hammer Curls Tricep Bar";3;17.5;kg;15;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Hammer Curls Tricep Bar";4;17.5;kg;15;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Shrugs Trap Bar";1;60;kg;10;;;;0;"";;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Shrugs Trap Bar";2;60;kg;10;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Shrugs Trap Bar";3;70;kg;10;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Shrugs Trap Bar";4;80;kg;10;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Bent Over One Arm Row (Dumbbell)";1;15;kg;12;;;;0;"";;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Bent Over One Arm Row (Dumbbell)";2;22.5;kg;12;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Bent Over One Arm Row (Dumbbell)";3;27.5;kg;12;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Bent Over One Arm Row (Dumbbell)";4;27.5;kg;12;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Bicep Curl EZ Bar";1;17.5;kg;12;;;;0;"Wide Grip";;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Bicep Curl EZ Bar";2;20;kg;12;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Bicep Curl EZ Bar";3;22.5;kg;12;;;;0;;;1h 12m
2021-04-24 15:51:14;"Afternoon Workout";"Bicep Curl EZ Bar";4;22.5;kg;15;;;;0;;;1h 12m
2021-04-26 17:42:51;"Afternoon Workout";"Bench Press (Dumbbell)";1;22.5;kg;8;;;;0;"";"";1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Bench Press (Dumbbell)";2;27.5;kg;8;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Bench Press (Dumbbell)";3;30;kg;8;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Bench Press (Dumbbell)";4;30;kg;8;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Bench Press (Dumbbell)";5;30;kg;12;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Lateral Raise (Dumbbell)";1;7.5;kg;15;;;;0;"";;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Lateral Raise (Dumbbell)";2;10;kg;12;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Lateral Raise (Dumbbell)";3;10;kg;12;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Lateral Raise (Dumbbell)";4;10;kg;12;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Bench Press - Close Grip (Barbell)";1;40;kg;12;;;;0;"";;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Bench Press - Close Grip (Barbell)";2;50;kg;10;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Bench Press - Close Grip (Barbell)";3;60;kg;10;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Bench Press - Close Grip (Barbell)";4;60;kg;10;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Chest Fly (Dumbbell)";1;11.5;kg;12;;;;0;"";;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Chest Fly (Dumbbell)";2;11.5;kg;12;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Chest Fly (Dumbbell)";3;11.5;kg;12;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Chest Fly (Dumbbell)";4;11.5;kg;15;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";1;11.5;kg;12;;;;0;"";;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";2;15;kg;12;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";3;15;kg;12;;;;0;;;1h 5m
2021-04-26 17:42:51;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";4;15;kg;12;;;;0;;;1h 5m
2021-04-27 18:08:46;"Evening Workout";"Bent Over Row (Barbell)";1;60;kg;10;;;;0;"";"Pull";1h
2021-04-27 18:08:46;"Evening Workout";"Bent Over Row (Barbell)";2;70;kg;10;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Bent Over Row (Barbell)";3;80;kg;10;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Bent Over Row (Barbell)";4;80;kg;15;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Bicep Curl (Dumbbell)";1;11.5;kg;10;;;;0;"";;1h
2021-04-27 18:08:46;"Evening Workout";"Bicep Curl (Dumbbell)";2;13;kg;10;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Bicep Curl (Dumbbell)";3;13;kg;10;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Bicep Curl (Dumbbell)";4;13;kg;12;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Reverse Fly (Dumbbell)";1;6.5;kg;15;;;;0;"";;1h
2021-04-27 18:08:46;"Evening Workout";"Reverse Fly (Dumbbell)";2;9;kg;12;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Reverse Fly (Dumbbell)";3;9;kg;12;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Reverse Fly (Dumbbell)";4;9;kg;15;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Bent Over One Arm Row (Dumbbell)";1;22.5;kg;12;;;;0;"";;1h
2021-04-27 18:08:46;"Evening Workout";"Bent Over One Arm Row (Dumbbell)";2;27.5;kg;12;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Bent Over One Arm Row (Dumbbell)";3;30;kg;12;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Bent Over One Arm Row (Dumbbell)";4;30;kg;12;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Hammer Curl (Dumbbell)";1;12.5;kg;10;;;;0;"";;1h
2021-04-27 18:08:46;"Evening Workout";"Hammer Curl (Dumbbell)";2;12.5;kg;10;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Hammer Curl (Dumbbell)";3;12.5;kg;10;;;;0;;;1h
2021-04-27 18:08:46;"Evening Workout";"Hammer Curl (Dumbbell)";4;12.5;kg;12;;;;0;;;1h
2021-04-28 18:12:13;"Evening Workout";"Squat (Barbell)";1;60;kg;8;;;;0;"";"Legs";58m
2021-04-28 18:12:13;"Evening Workout";"Squat (Barbell)";2;80;kg;8;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Squat (Barbell)";3;100;kg;5;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Squat (Barbell)";4;120;kg;5;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Squat (Barbell)";5;140;kg;5;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Romanian Deadlift (Barbell)";1;60;kg;8;;;;0;"";;58m
2021-04-28 18:12:13;"Evening Workout";"Romanian Deadlift (Barbell)";2;60;kg;8;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Romanian Deadlift (Barbell)";3;60;kg;8;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Romanian Deadlift (Barbell)";4;70;kg;8;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Standing Calf Raise (Barbell)";1;80;kg;12;;;;0;"";;58m
2021-04-28 18:12:13;"Evening Workout";"Standing Calf Raise (Barbell)";2;80;kg;12;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Standing Calf Raise (Barbell)";3;80;kg;12;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Standing Calf Raise (Barbell)";4;80;kg;12;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Trap Bar Deadlift";1;70;kg;8;;;;0;"";;58m
2021-04-28 18:12:13;"Evening Workout";"Trap Bar Deadlift";2;90;kg;8;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Trap Bar Deadlift";3;110;kg;8;;;;0;;;58m
2021-04-28 18:12:13;"Evening Workout";"Trap Bar Deadlift";4;130;kg;8;;;;0;;;58m
2021-04-30 18:10:16;"Evening Workout";"Seated Overhead Press (Barbell)";1;20;kg;12;;;;0;"";"Push";1h 11m
2021-04-30 18:10:16;"Evening Workout";"Seated Overhead Press (Barbell)";2;40;kg;8;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Seated Overhead Press (Barbell)";3;50;kg;5;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Seated Overhead Press (Barbell)";4;60;kg;3;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Seated Overhead Press (Barbell)";5;60;kg;3;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Seated Overhead Press (Barbell)";6;60;kg;3;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Seated Overhead Press (Barbell)";7;60;kg;3;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Decline Bench Press (Barbell)";1;60;kg;8;;;;0;"";;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Decline Bench Press (Barbell)";2;60;kg;8;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Decline Bench Press (Barbell)";3;60;kg;8;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Decline Bench Press (Barbell)";4;60;kg;15;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Skullcrusher (Barbell)";1;12.5;kg;12;;;;0;"Tri Bar 7.5kg";;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Skullcrusher (Barbell)";2;17.5;kg;12;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Skullcrusher (Barbell)";3;22.5;kg;12;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Skullcrusher (Barbell)";4;25;kg;12;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Upright Row (Barbell)";1;20;kg;10;;;;0;"";;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Upright Row (Barbell)";2;22.5;kg;10;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Upright Row (Barbell)";3;25;kg;10;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Upright Row (Barbell)";4;27.5;kg;12;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Bench Press (Dumbbell)";1;22.5;kg;10;;;;0;"";;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Bench Press (Dumbbell)";2;27.5;kg;10;;;;0;;;1h 11m
2021-04-30 18:10:16;"Evening Workout";"Bench Press (Dumbbell)";3;30;kg;8;;;;0;;;1h 11m
2021-05-01 15:03:29;"Afternoon Workout";"Deadlift (Barbell)";1;70;kg;8;;;;0;"No belt until 170";"";1h 30m
