Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2022-02-25 17:51:58;"Push";"Seated Overhead Press (Barbell)";3;70;kg;3;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Seated Overhead Press (Barbell)";4;75;kg;3;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Seated Overhead Press (Barbell)";5;80;kg;3;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Seated Overhead Press (Barbell)";6;80;kg;3;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Seated Overhead Press (Barbell)";7;85;kg;3;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Decline Bench Press (Barbell)";1;60;kg;8;;;;0;"";;1h 4m
2022-02-25 17:51:58;"Push";"Decline Bench Press (Barbell)";2;70;kg;8;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Decline Bench Press (Barbell)";3;80;kg;8;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Decline Bench Press (Barbell)";4;90;kg;8;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Decline Bench Press (Barbell)";5;90;kg;8;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Skullcrushers (EZ Bar)";1;27.5;kg;12;;;;0;"";;1h 4m
2022-02-25 17:51:58;"Push";"Skullcrushers (EZ Bar)";2;30;kg;12;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Skullcrushers (EZ Bar)";3;32.5;kg;12;;;;0;;;1h 4m
2022-02-25 17:51:58;"Push";"Skullcrushers (EZ Bar)";4;32.5;kg;8;;;;0;;;1h 4m
2022-02-26 16:42:55;"Pull";"Deadlift (Barbell)";1;70;kg;5;;;;0;"";"";2h 6m
2022-02-26 16:42:55;"Pull";"Deadlift (Barbell)";2;110;kg;3;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Deadlift (Barbell)";3;140;kg;3;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Deadlift (Barbell)";4;160;kg;3;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Deadlift (Barbell)";5;180;kg;3;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Deadlift (Barbell)";6;200;kg;3;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Deadlift (Barbell)";7;200;kg;3;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Deadlift (Barbell)";8;200;kg;3;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Lat Pulldown (v bar)";1;50;kg;12;;;;0;"";;2h 6m
2022-02-26 16:42:55;"Pull";"Lat Pulldown (v bar)";2;60;kg;12;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Lat Pulldown (v bar)";3;60;kg;12;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Shrugs Trap Bar";1;70;kg;12;;;;0;"";;2h 6m
2022-02-26 16:42:55;"Pull";"Shrugs Trap Bar";2;80;kg;12;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Shrugs Trap Bar";3;80;kg;12;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Shrugs Trap Bar";4;80;kg;12;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Bicep Curl EZ Bar";1;27.5;kg;12;;;;0;"";;2h 6m
2022-02-26 16:42:55;"Pull";"Bicep Curl EZ Bar";2;27.5;kg;12;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Bicep Curl EZ Bar";3;27.5;kg;12;;;;0;;;2h 6m
2022-02-26 16:42:55;"Pull";"Bicep Curl EZ Bar";4;27.5;kg;12;;;;0;;;2h 6m
2022-02-27 17:00:08;"Arms & Legs";"Fat Grip Trap Bar Holds";1;70;kg;30;;;;0;"";"";47m
2022-02-27 17:00:08;"Arms & Legs";"Fat Grip Trap Bar Holds";2;90;kg;30;;;;0;;;47m
2022-02-27 17:00:08;"Arms & Legs";"Fat Grip Trap Bar Holds";3;90;kg;30;;;;0;;;47m
2022-02-27 17:00:08;"Arms & Legs";"Fat Grip Trap Bar Holds";4;90;kg;30;;;;0;;;47m
2022-02-27 17:00:08;"Arms & Legs";"Fat Grip Trap Bar Holds";5;100;kg;30;;;;0;;;47m
2022-02-27 17:00:08;"Arms & Legs";"Fat Grip Trap Bar Holds";6;100;kg;30;;;;0;;;47m
2022-02-27 17:00:08;"Arms & Legs";"Squat (Barbell)";1;60;kg;12;;;;0;"";;47m
2022-02-27 17:00:08;"Arms & Legs";"Squat (Barbell)";2;80;kg;12;;;;0;;;47m
2022-02-27 17:00:08;"Arms & Legs";"Squat (Barbell)";3;100;kg;12;;;;0;;;47m
2022-02-27 17:00:08;"Arms & Legs";"Hammer Curl (Dumbbell)";1;12.5;kg;12;;;;0;"";;47m
2022-02-27 17:00:08;"Arms & Legs";"Hammer Curl (Dumbbell)";2;17.5;kg;12;;;;0;;;47m
2022-02-27 17:00:08;"Arms & Legs";"Hammer Curl (Dumbbell)";3;18.5;kg;12;;;;0;;;47m
2022-02-28 18:04:46;"Push";"Bench Press (Barbell)";1;60;kg;10;;;;0;"";"";1h 25m
2022-02-28 18:04:46;"Push";"Bench Press (Barbell)";2;80;kg;3;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Bench Press (Barbell)";3;90;kg;3;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Bench Press (Barbell)";4;100;kg;3;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Bench Press (Barbell)";5;110;kg;3;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Bench Press (Barbell)";6;110;kg;3;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Bench Press (Barbell)";7;110;kg;3;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Bench Press (Barbell)";8;110;kg;3;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Bench Press (Barbell)";9;70;kg;12;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Lateral Raise (Plate)";1;10;kg;15;;;;0;"";;1h 25m
2022-02-28 18:04:46;"Push";"Lateral Raise (Plate)";2;10;kg;15;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Lateral Raise (Plate)";3;10;kg;15;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Lateral Raise (Plate)";4;10;kg;15;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Chest Fly Single Arm (Cable)";1;15;kg;12;;;;0;"";;1h 25m
2022-02-28 18:04:46;"Push";"Chest Fly Single Arm (Cable)";2;15;kg;12;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Chest Fly Single Arm (Cable)";3;15;kg;12;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Bench Press (Cable)";1;15;kg;12;;;;0;"";;1h 25m
2022-02-28 18:04:46;"Push";"Incline Bench Press (Dumbbell)";1;18.5;kg;15;;;;0;"";;1h 25m
2022-02-28 18:04:46;"Push";"Incline Bench Press (Dumbbell)";2;22.5;kg;12;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Incline Bench Press (Dumbbell)";3;25;kg;12;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Incline Bench Press (Dumbbell)";4;25;kg;12;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Tricep Pushdown (Cable Rope)";1;15;kg;15;;;;0;"";;1h 25m
2022-02-28 18:04:46;"Push";"Tricep Pushdown (Cable Rope)";2;17.5;kg;15;;;;0;;;1h 25m
2022-02-28 18:04:46;"Push";"Tricep Pushdown (Cable Rope)";3;17.5;kg;15;;;;0;;;1h 25m
2022-03-01 17:34:33;"Pull";"Landmine Row (Narrow Grip)";1;35;kg;10;;;;0;"";"";1h 45m
2022-03-01 17:34:33;"Pull";"Landmine Row (Narrow Grip)";2;60;kg;8;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Landmine Row (Narrow Grip)";3;65;kg;8;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Landmine Row (Narrow Grip)";4;70;kg;8;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Landmine Row (Narrow Grip)";5;70;kg;5;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Landmine Row (Mid Grip)";1;70;kg;5;;;;0;"";;1h 45m
2022-03-01 17:34:33;"Pull";"Landmine Row (Wide Grip)";1;55;kg;5;;;;0;"";;1h 45m
2022-03-01 17:34:33;"Pull";"Lat Pulldown - Underhand (Cable)";1;40;kg;12;;;;0;"";;1h 45m
2022-03-01 17:34:33;"Pull";"Lat Pulldown - Underhand (Cable)";2;50;kg;12;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Lat Pulldown - Underhand (Cable)";3;60;kg;12;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Lat Pulldown - Underhand (Cable)";4;60;kg;12;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Lat Pulldown - Underhand (Cable)";5;60;kg;12;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Shrugs Trap Bar";1;70;kg;12;;;;0;"";;1h 45m
2022-03-01 17:34:33;"Pull";"Shrugs Trap Bar";2;80;kg;10;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Shrugs Trap Bar";3;90;kg;10;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Shrugs Trap Bar";4;100;kg;10;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Shrugs Trap Bar";5;100;kg;10;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Bicep Curl (Fat Grip Dumbbells)";1;11.5;kg;12;;;;0;"";;1h 45m
2022-03-01 17:34:33;"Pull";"Bicep Curl (Fat Grip Dumbbells)";2;11.5;kg;12;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Bicep Curl (Fat Grip Dumbbells)";3;14;kg;12;;;;0;;;1h 45m
2022-03-01 17:34:33;"Pull";"Bicep Curl (Fat Grip Dumbbells)";4;15;kg;12;;;;0;;;1h 45m
2022-03-04 17:48:15;"Push";"Seated Overhead Press (Barbell)";1;50;kg;3;;;;0;"";"";1h 21m
2022-03-04 17:48:15;"Push";"Seated Overhead Press (Barbell)";2;60;kg;3;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Seated Overhead Press (Barbell)";3;70;kg;3;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Seated Overhead Press (Barbell)";4;80;kg;3;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Seated Overhead Press (Barbell)";5;80;kg;3;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Seated Overhead Press (Barbell)";6;80;kg;3;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Seated Overhead Press (Barbell)";7;85;kg;3;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Seated Overhead Press (Barbell)";8;90;kg;1;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Bench Press (Barbell)";1;70;kg;10;;;;0;"";;1h 21m
2022-03-04 17:48:15;"Push";"Bench Press (Barbell)";2;70;kg;10;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Bench Press (Barbell)";3;80;kg;10;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Bench Press (Barbell)";4;80;kg;9;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Landmine Viking Press (Narrow Grip)";1;30;kg;10;;;;0;"";;1h 21m
2022-03-04 17:48:15;"Push";"Landmine Viking Press (Narrow Grip)";2;40;kg;10;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Landmine Viking Press (Narrow Grip)";3;40;kg;10;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Landmine Viking Press (Narrow Grip)";4;45;kg;10;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Landmine Diamond Press";1;20;kg;12;;;;0;"";;1h 21m
2022-03-04 17:48:15;"Push";"Landmine Diamond Press";2;25;kg;12;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Landmine Diamond Press";3;25;kg;12;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Landmine Diamond Press";4;25;kg;12;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Tricep Extension Cable Bar";1;20;kg;15;;;;0;"";;1h 21m
2022-03-04 17:48:15;"Push";"Tricep Extension Cable Bar";2;25;kg;12;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Tricep Extension Cable Bar";3;25;kg;12;;;;0;;;1h 21m
2022-03-04 17:48:15;"Push";"Tricep Extension Cable Bar";4;25;kg;12;;;;0;;;1h 21m
2022-03-05 15:26:20;"Pull";"Trap Bar Deadlift";1;70;kg;5;;;;0;"";"";1h 1m
2022-03-05 15:26:20;"Pull";"Trap Bar Deadlift";2;110;kg;3;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Trap Bar Deadlift";3;150;kg;3;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Trap Bar Deadlift";4;170;kg;3;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Trap Bar Deadlift";5;190;kg;3;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Trap Bar Deadlift";6;200;kg;3;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Trap Bar Deadlift";7;210;kg;3;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Trap Bar Deadlift";8;220;kg;3;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Face Pull (Cable)";1;30;kg;12;;;;0;"";;1h 1m
2022-03-05 15:26:20;"Pull";"Face Pull (Cable)";2;35;kg;12;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Face Pull (Cable)";3;40;kg;12;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Face Pull (Cable)";4;40;kg;12;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Bicep Curl (Dumbbell)";1;15;kg;12;;;;0;"";;1h 1m
2022-03-05 15:26:20;"Pull";"Bicep Curl (Dumbbell)";2;15;kg;12;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Bicep Curl (Dumbbell)";3;16.5;kg;12;;;;0;;;1h 1m
2022-03-05 15:26:20;"Pull";"Bicep Curl (Dumbbell)";4;16.5;kg;12;;;;0;;;1h 1m
2022-03-07 17:43:36;"Deload Push";"Bench Press (Barbell)";1;60;kg;10;;;;0;"";"";1h 19m
2022-03-07 17:43:36;"Deload Push";"Bench Press (Barbell)";2;60;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Bench Press (Barbell)";3;60;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Bench Press (Barbell)";4;60;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Seated Overhead Press (Dumbbell)";1;16.5;kg;12;;;;0;"";;1h 19m
2022-03-07 17:43:36;"Deload Push";"Seated Overhead Press (Dumbbell)";2;16.5;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Seated Overhead Press (Dumbbell)";3;16.5;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Seated Overhead Press (Dumbbell)";4;16.5;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Dumbbell Bench Press Alternating ";1;16.5;kg;12;;;;0;"";;1h 19m
2022-03-07 17:43:36;"Deload Push";"Dumbbell Bench Press Alternating ";2;16.5;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Dumbbell Bench Press Alternating ";3;16.5;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Dumbbell Bench Press Alternating ";4;16.5;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Bench Press - Close Grip (Barbell)";1;50;kg;12;;;;0;"";;1h 19m
2022-03-07 17:43:36;"Deload Push";"Bench Press - Close Grip (Barbell)";2;50;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Bench Press - Close Grip (Barbell)";3;50;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Bench Press - Close Grip (Barbell)";4;50;kg;12;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Tricep Pushdown (Cable Rope)";1;15;kg;15;;;;0;"";;1h 19m
2022-03-07 17:43:36;"Deload Push";"Tricep Pushdown (Cable Rope)";2;15;kg;15;;;;0;;;1h 19m
2022-03-07 17:43:36;"Deload Push";"Tricep Pushdown (Cable Rope)";3;15;kg;15;;;;0;;;1h 19m
2022-03-08 17:56:22;"Deload Pull";"Landmine Row (Mid Grip)";1;35;kg;12;;;;0;"";"";35m
2022-03-08 17:56:22;"Deload Pull";"Landmine Row (Mid Grip)";2;35;kg;12;;;;0;;;35m
2022-03-08 17:56:22;"Deload Pull";"Landmine Row (Mid Grip)";3;35;kg;12;;;;0;;;35m
2022-03-08 17:56:22;"Deload Pull";"Landmine Row (Mid Grip)";4;35;kg;12;;;;0;;;35m
2022-03-08 17:56:22;"Deload Pull";"Shrugs Trap Bar";1;60;kg;15;;;;0;"";;35m
2022-03-08 17:56:22;"Deload Pull";"Shrugs Trap Bar";2;60;kg;15;;;;0;;;35m
2022-03-08 17:56:22;"Deload Pull";"Shrugs Trap Bar";3;60;kg;15;;;;0;;;35m
2022-03-08 17:56:22;"Deload Pull";"Lat Pulldown - Underhand (Cable)";1;30;kg;12;;;;0;"";;35m
2022-03-08 17:56:22;"Deload Pull";"Lat Pulldown - Underhand (Cable)";2;30;kg;15;;;;0;;;35m
2022-03-08 17:56:22;"Deload Pull";"Lat Pulldown - Underhand (Cable)";3;30;kg;15;;;;0;;;35m
2022-03-08 17:56:22;"Deload Pull";"Bicep Curl (Dumbbell)";1;16.5;kg;12;;;;0;"";;35m
2022-03-08 17:56:22;"Deload Pull";"Bicep Curl (Dumbbell)";2;16.5;kg;12;;;;0;;;35m
2022-03-08 17:56:22;"Deload Pull";"Bicep Curl (Dumbbell)";3;16.5;kg;12;;;;0;;;35m
2022-03-09 17:58:06;"Legs deload";"Squat (Barbell)";1;60;kg;10;;;;0;"";"";10m
2022-03-09 17:58:06;"Legs deload";"Squat (Barbell)";2;60;kg;10;;;;0;;;10m
2022-03-09 17:58:06;"Legs deload";"Squat (Barbell)";3;60;kg;10;;;;0;;;10m
2022-03-09 17:58:06;"Legs deload";"Squat (Barbell)";4;60;kg;12;;;;0;;;10m
2022-03-14 17:49:30;"Puah";"Bench Press (Barbell)";1;60;kg;6;;;;0;"";"";55m
2022-03-14 17:49:30;"Puah";"Bench Press (Barbell)";2;80;kg;5;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Bench Press (Barbell)";3;90;kg;5;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Bench Press (Barbell)";4;100;kg;5;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Bench Press (Barbell)";5;100;kg;5;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Bench Press (Barbell)";6;100;kg;5;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Bench Press (Barbell)";7;100;kg;6;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Incline Bench Press (Dumbbell)";1;16.5;kg;12;;;;0;"";;55m
2022-03-14 17:49:30;"Puah";"Incline Bench Press (Dumbbell)";2;22.5;kg;10;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Incline Bench Press (Dumbbell)";3;25;kg;10;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Incline Bench Press (Dumbbell)";4;27.5;kg;8;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Lateral Raise (Plate)";1;10;kg;15;;;;0;"";;55m
2022-03-14 17:49:30;"Puah";"Lateral Raise (Plate)";2;10;kg;15;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Lateral Raise (Plate)";3;10;kg;15;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Lateral Raise (Plate)";4;10;kg;15;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Tricep Pushdown (Cable Bar)";1;20;kg;10;;;;0;"";;55m
2022-03-14 17:49:30;"Puah";"Tricep Pushdown (Cable Bar)";2;25;kg;10;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Tricep Pushdown (Cable Bar)";3;30;kg;10;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Tricep Pushdown (Cable Bar)";4;32.5;kg;10;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Tricep Pushdown (Cable Bar)";5;35;kg;10;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Tricep Pushdown (Cable Bar)";6;30;kg;10;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Tricep Pushdown (Cable Bar)";7;25;kg;10;;;;0;;;55m
2022-03-14 17:49:30;"Puah";"Tricep Pushdown (Cable Bar)";8;20;kg;10;;;;0;;;55m
2022-03-15 17:44:41;"Pull";"Landmine Row (Mid Grip)";1;30;kg;8;;;;0;"";"";54m
2022-03-15 17:44:41;"Pull";"Landmine Row (Mid Grip)";2;50;kg;8;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Landmine Row (Mid Grip)";3;60;kg;5;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Landmine Row (Mid Grip)";4;70;kg;5;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Landmine Row (Mid Grip)";5;80;kg;5;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Landmine Row (Mid Grip)";6;85;kg;5;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Landmine Row (Mid Grip)";7;85;kg;5;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Landmine Row (Mid Grip)";8;85;kg;5;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Face Pull (Cable)";1;30;kg;12;;;;0;"";;54m
2022-03-15 17:44:41;"Pull";"Face Pull (Cable)";2;35;kg;12;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Face Pull (Cable)";3;40;kg;12;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Face Pull (Cable)";4;40;kg;12;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Lat Pulldown - Underhand (Cable)";1;45;kg;12;;;;0;"";;54m
2022-03-15 17:44:41;"Pull";"Lat Pulldown - Underhand (Cable)";2;50;kg;12;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Lat Pulldown - Underhand (Cable)";3;55;kg;12;;;;0;;;54m
2022-03-15 17:44:41;"Pull";"Lat Pulldown - Underhand (Cable)";4;60;kg;15;;;;0;;;54m
2022-03-17 17:50:02;"Legs";"Squat (Barbell)";1;60;kg;10;;;;0;"";"";1h 13m
2022-03-17 17:50:02;"Legs";"Squat (Barbell)";2;80;kg;8;;;;0;;;1h 13m
2022-03-17 17:50:02;"Legs";"Squat (Barbell)";3;100;kg;5;;;;0;;;1h 13m
2022-03-17 17:50:02;"Legs";"Squat (Barbell)";4;120;kg;5;;;;0;;;1h 13m
2022-03-17 17:50:02;"Legs";"Squat (Barbell)";5;130;kg;5;;;;0;;;1h 13m
2022-03-17 17:50:02;"Legs";"Squat (Barbell)";6;140;kg;5;;;;0;;;1h 13m
2022-03-17 17:50:02;"Legs";"Squat (Barbell)";7;140;kg;5;;;;0;;;1h 13m
2022-03-17 17:50:02;"Legs";"Good Morning (Barbell)";1;40;kg;8;;;;0;"";;1h 13m
2022-03-17 17:50:02;"Legs";"Good Morning (Barbell)";2;45;kg;8;;;;0;;;1h 13m
2022-03-17 17:50:02;"Legs";"Good Morning (Barbell)";3;50;kg;8;;;;0;;;1h 13m
2022-03-17 17:50:02;"Legs";"Good Morning (Barbell)";4;55;kg;8;;;;0;;;1h 13m
2022-03-17 17:50:02;"Legs";"Bulgarian Split Squat";1;20;kg;12;;;;0;"";;1h 13m
2022-03-17 17:50:02;"Legs";"Bulgarian Split Squat";2;25;kg;12;;;;0;;;1h 13m
2022-03-17 17:50:02;"Legs";"Bulgarian Split Squat";3;30;kg;12;;;;0;;;1h 13m
2022-03-18 17:24:18;"Push";"Seated Overhead Press (Barbell)";1;50;kg;5;;;;0;"";"";1h
2022-03-18 17:24:18;"Push";"Seated Overhead Press (Barbell)";2;60;kg;5;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Seated Overhead Press (Barbell)";3;70;kg;5;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Seated Overhead Press (Barbell)";4;75;kg;5;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Seated Overhead Press (Barbell)";5;75;kg;5;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Seated Overhead Press (Barbell)";6;75;kg;5;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Seated Overhead Press (Barbell)";7;50;kg;10;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Dumbbell Bench Press Alternating ";1;22.5;kg;12;;;;0;"";;1h
2022-03-18 17:24:18;"Push";"Dumbbell Bench Press Alternating ";2;22.5;kg;12;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Dumbbell Bench Press Alternating ";3;22.5;kg;12;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Dumbbell Bench Press Alternating ";4;22.5;kg;15;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Lateral Raise (Dumbbell)";1;11.5;kg;12;;;;0;"";;1h
2022-03-18 17:24:18;"Push";"Lateral Raise (Dumbbell)";2;11.5;kg;12;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Lateral Raise (Dumbbell)";3;11.5;kg;12;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Lateral Raise (Dumbbell)";4;11.5;kg;15;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Incline Bench Press (Barbell)";1;50;kg;10;;;;0;"";;1h
2022-03-18 17:24:18;"Push";"Incline Bench Press (Barbell)";2;60;kg;6;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Incline Bench Press (Barbell)";3;50;kg;10;;;;0;;;1h
2022-03-18 17:24:18;"Push";"Incline Bench Press (Barbell)";4;50;kg;10;;;;0;;;1h
2022-03-20 13:59:45;"Pull";"Deadlift (Barbell)";1;70;kg;8;;;;0;"";"";1h 21m
2022-03-20 13:59:45;"Pull";"Deadlift (Barbell)";2;110;kg;5;;;;0;;;1h 21m
2022-03-20 13:59:45;"Pull";"Deadlift (Barbell)";3;150;kg;5;;;;0;;;1h 21m
2022-03-20 13:59:45;"Pull";"Deadlift (Barbell)";4;180;kg;5;;;;0;;;1h 21m
2022-03-20 13:59:45;"Pull";"Deadlift (Barbell)";5;200;kg;5;;;;0;;;1h 21m
2022-03-20 13:59:45;"Pull";"Deadlift (Barbell)";6;210;kg;3;;;;0;;;1h 21m
2022-03-20 13:59:45;"Pull";"Deadlift (Barbell)";7;220;kg;1;;;;0;;;1h 21m
2022-03-20 13:59:45;"Pull";"Bicep Curl (Dumbbell)";1;12.5;kg;15;;;;0;"";;1h 21m
2022-03-20 13:59:45;"Pull";"Bicep Curl (Dumbbell)";2;16.5;kg;12;;;;0;;;1h 21m
2022-03-20 13:59:45;"Pull";"Bicep Curl (Dumbbell)";3;16.5;kg;12;;;;0;;;1h 21m
2022-03-20 13:59:45;"Pull";"Bicep Curl (Dumbbell)";4;16.5;kg;12;;;;0;;;1h 21m
2022-03-20 13:59:45;"Pull";"Shrugs Trap Bar";1;70;kg;12;;;;0;"";;1h 21m
2022-03-20 13:59:45;"Pull";"Shrugs Trap Bar";2;80;kg;12;;;;0;;;1h 21m
