"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"1";"2021-04-07 18:00:26";"Evening Workout";"1787";"Squat (Barbell)";"1";"60.0";"8";"";"";"";"";"Legs"
"1";"2021-04-07 18:00:26";"Evening Workout";"1787";"Squat (Barbell)";"2";"80.0";"8";"";"";"";"";"Legs"
"1";"2021-04-07 18:00:26";"Evening Workout";"1787";"Squat (Barbell)";"3";"100.0";"8";"";"";"";"";"Legs"
"1";"2021-04-07 18:00:26";"Evening Workout";"1787";"Squat (Barbell)";"4";"60.0";"11";"";"";"";"";"Legs"
"1";"2021-04-07 18:00:26";"Evening Workout";"1787";"Standing Calf Raise (Barbell)";"1";"60.0";"12";"";"";"";"";"Legs"
"1";"2021-04-07 18:00:26";"Evening Workout";"1787";"Standing Calf Raise (Barbell)";"2";"60.0";"12";"";"";"";"";"Legs"
"1";"2021-04-07 18:00:26";"Evening Workout";"1787";"Standing Calf Raise (Barbell)";"3";"60.0";"12";"";"";"";"";"Legs"
"1";"2021-04-07 18:00:26";"Evening Workout";"1787";"Standing Calf Raise (Barbell)";"4";"60.0";"12";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Squat (Barbell)";"1";"60.0";"5";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Squat (Barbell)";"2";"80.0";"5";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Squat (Barbell)";"3";"100.0";"5";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Squat (Barbell)";"4";"120.0";"5";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Squat (Barbell)";"5";"130.0";"5";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Standing Calf Raise (Dumbbell)";"1";"50.0";"12";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Standing Calf Raise (Dumbbell)";"2";"50.0";"12";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Standing Calf Raise (Dumbbell)";"3";"50.0";"15";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Standing Calf Raise (Dumbbell)";"4";"50.0";"15";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Romanian Deadlift (Dumbbell)";"1";"12.5";"12";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Romanian Deadlift (Dumbbell)";"2";"27.5";"12";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Romanian Deadlift (Dumbbell)";"3";"27.5";"12";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Romanian Deadlift (Dumbbell)";"4";"27.5";"12";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Bulgarian Split Squat";"1";"0.0";"10";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Bulgarian Split Squat";"2";"0.0";"10";"";"";"";"";"Legs"
"2";"2021-04-14 18:14:41";"Evening Workout";"3467";"Bulgarian Split Squat";"3";"0.0";"10";"";"";"";"";"Legs"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Deadlift (Barbell)";"1";"70.0";"8";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Deadlift (Barbell)";"2";"100.0";"5";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Deadlift (Barbell)";"3";"120.0";"5";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Deadlift (Barbell)";"4";"140.0";"5";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Deadlift (Barbell)";"5";"140.0";"5";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Seated Overhead Press (Barbell)";"1";"20.0";"12";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Seated Overhead Press (Barbell)";"2";"30.0";"12";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Seated Overhead Press (Barbell)";"3";"40.0";"12";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Seated Overhead Press (Barbell)";"4";"40.0";"12";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Bicep Curl (Barbell)";"1";"20.0";"12";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Bicep Curl (Barbell)";"2";"20.0";"12";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Bicep Curl (Barbell)";"3";"20.0";"12";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Bicep Curl (Barbell)";"4";"20.0";"12";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Shrug (Dumbbell)";"1";"25.0";"12";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Shrug (Dumbbell)";"2";"25.0";"15";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Shrug (Dumbbell)";"3";"25.0";"15";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Shrug (Dumbbell)";"4";"25.0";"15";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Bent Over Row (Barbell)";"1";"40.0";"12";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Bent Over Row (Barbell)";"2";"60.0";"8";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Bent Over Row (Barbell)";"3";"60.0";"8";"";"";"";"";"Deadlift"
"3";"2021-04-17 15:08:28";"Afternoon Workout";"4042";"Bent Over Row (Barbell)";"4";"60.0";"8";"";"";"";"";"Deadlift"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Bench Press (Dumbbell)";"1";"11.0";"15";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Bench Press (Dumbbell)";"2";"22.0";"5";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Bench Press (Dumbbell)";"3";"27.0";"5";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Bench Press (Dumbbell)";"4";"27.0";"5";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Bench Press (Dumbbell)";"5";"27.0";"5";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Bench Press (Dumbbell)";"6";"27.0";"8";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Lateral Raise (Dumbbell)";"1";"5.0";"15";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Lateral Raise (Dumbbell)";"2";"11.0";"8";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Lateral Raise (Dumbbell)";"3";"11.0";"8";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Lateral Raise (Dumbbell)";"4";"11.0";"10";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Incline Bench Press (Barbell)";"1";"20.0";"15";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Incline Bench Press (Dumbbell)";"1";"22.0";"5";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Incline Bench Press (Dumbbell)";"2";"22.0";"5";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Incline Bench Press (Dumbbell)";"3";"22.0";"5";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Incline Bench Press (Dumbbell)";"4";"22.0";"8";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Skullcrusher (Barbell)";"Note";"";"";"";"";"";"Tri bar 7.5kg";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Skullcrusher (Barbell)";"1";"7.5";"15";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Skullcrusher (Barbell)";"2";"12.5";"15";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Skullcrusher (Barbell)";"3";"17.5";"15";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Skullcrusher (Barbell)";"4";"20.0";"15";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Arnold Press (Dumbbell)";"Note";"";"";"";"";"";"Fat Grip";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Arnold Press (Dumbbell)";"1";"11.0";"12";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Arnold Press (Dumbbell)";"2";"11.0";"12";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Arnold Press (Dumbbell)";"3";"11.0";"12";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Bench Press - Close Grip (Barbell)";"1";"40.0";"10";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Bench Press - Close Grip (Barbell)";"2";"40.0";"10";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Bench Press - Close Grip (Barbell)";"3";"40.0";"10";"";"";"";"";"Push"
"4";"2021-04-19 17:38:05";"Afternoon Workout";"4469";"Bench Press - Close Grip (Barbell)";"4";"40.0";"11";"";"";"";"";"Push"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"T Bar Row";"Note";"";"";"";"";"";"Narrow handle ";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"T Bar Row";"1";"10.0";"12";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"T Bar Row";"2";"20.0";"12";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"T Bar Row";"3";"40.0";"12";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"T Bar Row";"4";"40.0";"12";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"T Bar Row";"5";"45.0";"15";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Hammer Curl (Dumbbell)";"Note";"";"";"";"";"";"Fat grip";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Hammer Curl (Dumbbell)";"1";"11.0";"8";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Hammer Curl (Dumbbell)";"2";"11.0";"10";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Hammer Curl (Dumbbell)";"3";"11.0";"10";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Hammer Curl (Dumbbell)";"4";"11.0";"12";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Face Pull (Cable)";"Note";"";"";"";"";"";"Band";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Face Pull (Cable)";"1";"0.0";"15";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Face Pull (Cable)";"2";"0.0";"15";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Face Pull (Cable)";"3";"0.0";"15";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Face Pull (Cable)";"4";"0.0";"15";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Bicep Curl (Dumbbell)";"Note";"";"";"";"";"";"Fat Grip";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Bicep Curl (Dumbbell)";"1";"11.0";"10";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Bicep Curl (Dumbbell)";"2";"11.0";"10";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Bicep Curl (Dumbbell)";"3";"11.0";"10";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Bicep Curl (Dumbbell)";"4";"11.0";"10";"";"";"";"";"Pull"
"5";"2021-04-20 17:34:28";"Afternoon Workout";"2549";"Bicep Curl (Barbell)";"1";"20.0";"12";"";"";"";"";"Pull"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Squat (Barbell)";"1";"60.0";"5";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Squat (Barbell)";"2";"80.0";"5";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Squat (Barbell)";"3";"100.0";"5";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Squat (Barbell)";"4";"120.0";"5";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Squat (Barbell)";"5";"130.0";"5";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Squat (Barbell)";"6";"100.0";"8";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Hip Thrust (Barbell)";"1";"70.0";"10";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Hip Thrust (Barbell)";"2";"70.0";"10";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Hip Thrust (Barbell)";"3";"70.0";"10";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Hip Thrust (Barbell)";"4";"70.0";"12";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Standing Calf Raise (Barbell)";"1";"70.0";"15";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Standing Calf Raise (Barbell)";"2";"70.0";"15";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Standing Calf Raise (Barbell)";"3";"70.0";"15";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Standing Calf Raise (Barbell)";"4";"70.0";"15";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Bulgarian Split Squat";"Note";"";"";"";"";"";"Bodyweight 108kg";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Bulgarian Split Squat";"1";"0.0";"10";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Bulgarian Split Squat";"2";"0.0";"10";"";"";"";"";"Legs"
"6";"2021-04-21 18:07:33";"Evening Workout";"3987";"Bulgarian Split Squat";"3";"0.0";"10";"";"";"";"";"Legs"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Seated Overhead Press (Barbell)";"1";"20.0";"12";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Seated Overhead Press (Dumbbell)";"1";"11.5";"10";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Seated Overhead Press (Dumbbell)";"2";"16.5";"10";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Seated Overhead Press (Dumbbell)";"3";"19.0";"10";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Seated Overhead Press (Dumbbell)";"4";"22.5";"10";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Seated Overhead Press (Dumbbell)";"5";"22.5";"9";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Bench Press (Barbell)";"1";"20.0";"15";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Bench Press (Dumbbell)";"1";"22.5";"10";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Bench Press (Dumbbell)";"2";"22.5";"10";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Bench Press (Dumbbell)";"3";"22.5";"10";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Bench Press (Dumbbell)";"4";"22.5";"10";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Triceps Extension (Barbell)";"Note";"";"";"";"";"";"EZ Bar 7.5kg";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Triceps Extension (Barbell)";"1";"7.5";"15";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Triceps Extension (Barbell)";"2";"10.0";"15";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Triceps Extension (Barbell)";"3";"12.5";"15";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Triceps Extension (Barbell)";"4";"15.0";"15";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Upright Row (Barbell)";"Note";"";"";"";"";"";"EZ bar 7.5kg";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Upright Row (Barbell)";"1";"15.0";"12";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Upright Row (Barbell)";"2";"17.5";"12";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Upright Row (Barbell)";"3";"20.0";"12";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Upright Row (Barbell)";"4";"22.5";"15";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Incline Bench Press (Barbell)";"1";"20.0";"15";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Incline Bench Press (Dumbbell)";"1";"22.5";"8";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Incline Bench Press (Dumbbell)";"2";"22.5";"8";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Incline Bench Press (Dumbbell)";"3";"22.5";"7";"";"";"";"";"Push"
"7";"2021-04-23 17:05:33";"Afternoon Workout";"4641";"Incline Bench Press (Dumbbell)";"4";"19.0";"10";"";"";"";"";"Push"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Deadlift (Barbell)";"1";"70.0";"8";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Deadlift (Barbell)";"2";"120.0";"5";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Deadlift (Barbell)";"3";"140.0";"5";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Deadlift (Barbell)";"4";"150.0";"5";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Deadlift (Barbell)";"5";"160.0";"5";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Hammer Curls Tricep Bar";"Note";"";"";"";"";"";"Tri Bar 7.5KG";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Hammer Curls Tricep Bar";"1";"17.5";"15";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Hammer Curls Tricep Bar";"2";"17.5";"15";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Hammer Curls Tricep Bar";"3";"17.5";"15";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Hammer Curls Tricep Bar";"4";"17.5";"15";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Shrugs Trap Bar";"1";"60.0";"10";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Shrugs Trap Bar";"2";"60.0";"10";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Shrugs Trap Bar";"3";"70.0";"10";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Shrugs Trap Bar";"4";"80.0";"10";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Bent Over One Arm Row (Dumbbell)";"1";"15.0";"12";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Bent Over One Arm Row (Dumbbell)";"2";"22.5";"12";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Bent Over One Arm Row (Dumbbell)";"3";"27.5";"12";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Bent Over One Arm Row (Dumbbell)";"4";"27.5";"12";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Bicep Curl EZ Bar";"Note";"";"";"";"";"";"Wide Grip";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Bicep Curl EZ Bar";"1";"17.5";"12";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Bicep Curl EZ Bar";"2";"20.0";"12";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Bicep Curl EZ Bar";"3";"22.5";"12";"";"";"";"";"Deadlift"
"8";"2021-04-24 15:51:14";"Afternoon Workout";"4362";"Bicep Curl EZ Bar";"4";"22.5";"15";"";"";"";"";"Deadlift"
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Bench Press (Dumbbell)";"1";"22.5";"8";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Bench Press (Dumbbell)";"2";"27.5";"8";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Bench Press (Dumbbell)";"3";"30.0";"8";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Bench Press (Dumbbell)";"4";"30.0";"8";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Bench Press (Dumbbell)";"5";"30.0";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Lateral Raise (Dumbbell)";"1";"7.5";"15";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Lateral Raise (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Lateral Raise (Dumbbell)";"3";"10.0";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Lateral Raise (Dumbbell)";"4";"10.0";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Bench Press - Close Grip (Barbell)";"1";"40.0";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Bench Press - Close Grip (Barbell)";"2";"50.0";"10";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Bench Press - Close Grip (Barbell)";"3";"60.0";"10";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Bench Press - Close Grip (Barbell)";"4";"60.0";"10";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Chest Fly (Dumbbell)";"1";"11.5";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Chest Fly (Dumbbell)";"2";"11.5";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Chest Fly (Dumbbell)";"3";"11.5";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Chest Fly (Dumbbell)";"4";"11.5";"15";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Seated Overhead Press (Dumbbell)";"1";"11.5";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Seated Overhead Press (Dumbbell)";"2";"15.0";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Seated Overhead Press (Dumbbell)";"3";"15.0";"12";"";"";"";"";""
"9";"2021-04-26 17:42:51";"Afternoon Workout";"3909";"Seated Overhead Press (Dumbbell)";"4";"15.0";"12";"";"";"";"";""
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bent Over Row (Barbell)";"1";"60.0";"10";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bent Over Row (Barbell)";"2";"70.0";"10";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bent Over Row (Barbell)";"3";"80.0";"10";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bent Over Row (Barbell)";"4";"80.0";"15";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bicep Curl (Dumbbell)";"1";"11.5";"10";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bicep Curl (Dumbbell)";"2";"13.0";"10";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bicep Curl (Dumbbell)";"3";"13.0";"10";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bicep Curl (Dumbbell)";"4";"13.0";"12";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Reverse Fly (Dumbbell)";"1";"6.5";"15";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Reverse Fly (Dumbbell)";"2";"9.0";"12";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Reverse Fly (Dumbbell)";"3";"9.0";"12";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Reverse Fly (Dumbbell)";"4";"9.0";"15";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bent Over One Arm Row (Dumbbell)";"1";"22.5";"12";"";"";"";"";"Pull"
