"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"278";"2023-03-24 18:01:10";"Push";"2721";"Seated Overhead Press (Barbell)";"7";"80.0";"3";"";"";"";"";""
"278";"2023-03-24 18:01:10";"Push";"2721";"Seated Overhead Press (Barbell)";"8";"80.0";"3";"";"";"";"";""
"278";"2023-03-24 18:01:10";"Push";"2721";"Seated Overhead Press (Barbell)";"9";"80.0";"3";"";"";"";"";""
"278";"2023-03-24 18:01:10";"Push";"2721";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"278";"2023-03-24 18:01:10";"Push";"2721";"Bench Press (Barbell)";"2";"70.0";"12";"";"";"";"";""
"278";"2023-03-24 18:01:10";"Push";"2721";"Bench Press (Barbell)";"3";"80.0";"8";"";"";"";"";""
"278";"2023-03-24 18:01:10";"Push";"2721";"Bench Press (Barbell)";"4";"80.0";"8";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Bench Press (Barbell)";"1";"60.0";"10";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Bench Press (Barbell)";"2";"70.0";"8";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Bench Press (Barbell)";"3";"80.0";"5";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Bench Press (Barbell)";"4";"90.0";"5";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Bench Press (Barbell)";"5";"100.0";"5";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Bench Press (Barbell)";"6";"105.0";"5";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Bench Press (Barbell)";"7";"105.0";"5";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Bench Press (Barbell)";"8";"105.0";"5";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Bench Press (Barbell)";"9";"60.0";"15";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Seated Overhead Press (Dumbbell)";"1";"17.5";"15";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Seated Overhead Press (Dumbbell)";"2";"20.0";"12";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Seated Overhead Press (Dumbbell)";"3";"22.5";"12";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Seated Overhead Press (Dumbbell)";"4";"25.0";"10";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Seated Overhead Press (Dumbbell)";"5";"25.0";"9";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Tricep Extension Cable Bar";"1";"25.0";"12";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Tricep Extension Cable Bar";"2";"30.0";"10";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Tricep Extension Cable Bar";"3";"30.0";"12";"";"";"";"";""
"279";"2023-03-27 17:44:46";"Dame Judie";"3614";"Tricep Extension Cable Bar";"4";"30.0";"12";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Bent Over Row (Barbell)";"1";"60.0";"8";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Bent Over Row (Barbell)";"2";"70.0";"10";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Bent Over Row (Barbell)";"3";"75.0";"8";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Bent Over Row (Barbell)";"4";"80.0";"8";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Bent Over Row (Barbell)";"5";"85.0";"8";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Bent Over Row (Barbell)";"6";"90.0";"8";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Lat Pulldown - Wide Grip (Cable)";"1";"45.0";"15";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Lat Pulldown - Wide Grip (Cable)";"2";"50.0";"12";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Lat Pulldown - Wide Grip (Cable)";"3";"55.0";"12";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Lat Pulldown - Wide Grip (Cable)";"4";"60.0";"12";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Lat Pulldown - Wide Grip (Cable)";"5";"65.0";"12";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Bicep Curl (Barbell)";"1";"20.0";"15";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Bicep Curl (Barbell)";"2";"25.0";"12";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Bicep Curl (Barbell)";"3";"30.0";"12";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Bicep Curl (Barbell)";"4";"35.0";"12";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Face Pull (Cable)";"1";"25.0";"15";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Face Pull (Cable)";"2";"30.0";"12";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Face Pull (Cable)";"3";"35.0";"12";"";"";"";"";""
"280";"2023-03-29 17:50:51";"Back";"3708";"Face Pull (Cable)";"4";"37.5";"12";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Squat (Barbell)";"1";"40.0";"12";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Squat (Barbell)";"2";"60.0";"8";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Squat (Barbell)";"3";"80.0";"5";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Squat (Barbell)";"4";"100.0";"5";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Squat (Barbell)";"5";"110.0";"5";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Squat (Barbell)";"6";"110.0";"5";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Squat (Barbell)";"7";"120.0";"5";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Standing Calf Raise (Barbell)";"1";"60.0";"12";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Standing Calf Raise (Barbell)";"2";"65.0";"12";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Standing Calf Raise (Barbell)";"3";"70.0";"12";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Standing Calf Raise (Barbell)";"4";"75.0";"12";"";"";"";"";""
"281";"2023-03-30 17:51:49";"Squat";"2729";"Romanian Deadlift (Barbell)";"1";"60.0";"8";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Bench Press (Barbell)";"2";"70.0";"8";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Bench Press (Barbell)";"3";"80.0";"5";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Bench Press (Barbell)";"4";"90.0";"5";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Bench Press (Barbell)";"5";"100.0";"5";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Bench Press (Barbell)";"6";"105.0";"5";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Bench Press (Barbell)";"7";"105.0";"5";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Bench Press (Barbell)";"8";"80.0";"10";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Seated Overhead Press (Barbell)";"1";"40.0";"12";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Seated Overhead Press (Barbell)";"2";"45.0";"12";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Seated Overhead Press (Barbell)";"3";"50.0";"12";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Seated Overhead Press (Barbell)";"4";"50.0";"12";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Tricep Extension Cable Bar";"1";"25.0";"12";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Tricep Extension Cable Bar";"2";"30.0";"12";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Tricep Extension Cable Bar";"D";"32.5";"8";"";"";"";"";""
"282";"2023-04-03 15:09:25";"Dench";"3487";"Tricep Pushdown (Cable Bar)";"D";"25.0";"15";"";"";"";"";""
"283";"2023-04-07 11:13:43";"Leg";"811";"Squat (Barbell)";"1";"40.0";"12";"";"";"";"";""
"283";"2023-04-07 11:13:43";"Leg";"811";"Squat (Barbell)";"2";"60.0";"12";"";"";"";"";""
"283";"2023-04-07 11:13:43";"Leg";"811";"Squat (Barbell)";"3";"70.0";"12";"";"";"";"";""
"283";"2023-04-07 11:13:43";"Leg";"811";"Squat (Barbell)";"4";"80.0";"12";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Seated Overhead Press (Barbell)";"1";"40.0";"10";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Seated Overhead Press (Barbell)";"2";"50.0";"8";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Seated Overhead Press (Barbell)";"3";"60.0";"5";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Seated Overhead Press (Barbell)";"4";"70.0";"5";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Seated Overhead Press (Barbell)";"5";"75.0";"5";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Seated Overhead Press (Barbell)";"6";"80.0";"5";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Seated Overhead Press (Barbell)";"7";"80.0";"5";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Seated Overhead Press (Barbell)";"8";"60.0";"12";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Bench Press (Barbell)";"2";"70.0";"12";"";"";"";"";""
"284";"2023-04-07 16:05:48";"Shoulder";"2286";"Bench Press (Barbell)";"3";"70.0";"8";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Bench Press (Barbell)";"1";"60.0";"10";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Bench Press (Barbell)";"2";"60.0";"10";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Bench Press (Barbell)";"3";"60.0";"12";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Seated Overhead Press (Barbell)";"1";"40.0";"12";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Seated Overhead Press (Barbell)";"2";"40.0";"12";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Seated Overhead Press (Barbell)";"3";"40.0";"12";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Incline Chest Fly (Dumbbell)";"1";"15.0";"12";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Incline Chest Fly (Dumbbell)";"2";"15.0";"12";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Incline Chest Fly (Dumbbell)";"3";"15.0";"12";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Lateral Raise (Plate)";"1";"5.0";"15";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Lateral Raise (Plate)";"2";"5.0";"15";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Lateral Raise (Plate)";"3";"5.0";"15";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Lateral Raise (Plate)";"4";"5.0";"15";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Tricep Pushdown (Cable Rope)";"1";"20.0";"15";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Tricep Pushdown (Cable Rope)";"2";"20.0";"15";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Tricep Pushdown (Cable Rope)";"3";"20.0";"15";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Incline Bench Press (Barbell)";"1";"30.0";"12";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Incline Bench Press (Barbell)";"2";"40.0";"12";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Incline Bench Press (Barbell)";"3";"40.0";"12";"";"";"";"";""
"285";"2023-04-10 14:14:51";"Deload bench";"2919";"Incline Bench Press (Barbell)";"4";"40.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Bent Over Row (Barbell)";"1";"40.0";"10";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Bent Over Row (Barbell)";"2";"40.0";"10";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Bent Over Row (Barbell)";"3";"40.0";"10";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Bent Over Row (Barbell)";"4";"40.0";"10";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Bicep Curl (Barbell)";"1";"20.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Bicep Curl (Barbell)";"2";"20.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Bicep Curl (Barbell)";"3";"20.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Bicep Curl (Barbell)";"4";"20.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Shrug (Barbell Behind Back)";"1";"60.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Shrug (Barbell Behind Back)";"2";"60.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Shrug (Barbell Behind Back)";"3";"60.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Shrug (Barbell Behind Back)";"4";"60.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Lat Pulldown - Underhand (Cable)";"1";"40.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Lat Pulldown - Underhand (Cable)";"2";"40.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Lat Pulldown - Underhand (Cable)";"3";"40.0";"12";"";"";"";"";""
"286";"2023-04-11 17:58:40";"Pull deload";"2281";"Lat Pulldown - Underhand (Cable)";"4";"40.0";"12";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Deadlift (Barbell)";"1";"70.0";"8";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Deadlift (Barbell)";"2";"100.0";"5";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Deadlift (Barbell)";"3";"100.0";"5";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Deadlift (Barbell)";"4";"100.0";"5";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Lat Pulldown - Wide Grip (Cable)";"1";"45.0";"12";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Lat Pulldown - Wide Grip (Cable)";"2";"50.0";"12";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Lat Pulldown - Wide Grip (Cable)";"3";"50.0";"12";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Face Pull (Cable)";"1";"25.0";"15";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Face Pull (Cable)";"2";"25.0";"15";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Face Pull (Cable)";"3";"25.0";"15";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Reverse Curl (Barbell)";"1";"20.0";"12";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Reverse Curl (Barbell)";"2";"20.0";"12";"";"";"";"";""
"287";"2023-04-15 15:37:45";"Deload diddly";"6597";"Reverse Curl (Barbell)";"3";"20.0";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Bench Press (Barbell)";"2";"70.0";"5";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Bench Press (Barbell)";"3";"80.0";"5";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Bench Press (Barbell)";"4";"90.0";"5";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Bench Press (Barbell)";"5";"102.5";"5";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Bench Press (Barbell)";"6";"107.5";"5";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Bench Press (Barbell)";"7";"110.0";"5";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Bench Press (Barbell)";"8";"80.0";"11";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Lateral Raise (Dumbbell)";"1";"11.5";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Lateral Raise (Dumbbell)";"2";"11.5";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Lateral Raise (Dumbbell)";"3";"11.5";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Lateral Raise (Dumbbell)";"4";"11.5";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Skullcrushers (EZ Bar)";"1";"27.5";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Skullcrushers (EZ Bar)";"2";"30.0";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Skullcrushers (EZ Bar)";"3";"30.0";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Skullcrushers (EZ Bar)";"4";"30.0";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Incline Bench Press (Barbell)";"1";"40.0";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Incline Bench Press (Barbell)";"2";"45.0";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Incline Bench Press (Barbell)";"3";"50.0";"12";"";"";"";"";""
"288";"2023-04-17 17:54:02";"Push";"3875";"Incline Bench Press (Barbell)";"4";"50.0";"10";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"2";"80.0";"8";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"3";"90.0";"5";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"4";"100.0";"5";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"5";"105.0";"5";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"6";"105.0";"5";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"7";"105.0";"4";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"D";"80.0";"5";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"D";"70.0";"5";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"D";"60.0";"3";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Bench Press (Barbell)";"11";"60.0";"8";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Seated Overhead Press (Barbell)";"1";"40.0";"8";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Seated Overhead Press (Barbell)";"2";"45.0";"10";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Seated Overhead Press (Barbell)";"3";"50.0";"10";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Seated Overhead Press (Barbell)";"4";"55.0";"8";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Tricep Pushdown (Cable Bar)";"1";"25.0";"15";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Tricep Pushdown (Cable Bar)";"2";"30.0";"12";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Tricep Pushdown (Cable Bar)";"3";"32.5";"12";"";"";"";"";""
"289";"2023-04-24 17:38:38";"Push";"3435";"Tricep Pushdown (Cable Bar)";"4";"35.0";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Incline Bench Press (Dumbbell)";"1";"11.5";"15";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Incline Bench Press (Dumbbell)";"2";"22.5";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Incline Bench Press (Dumbbell)";"3";"25.0";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Incline Bench Press (Dumbbell)";"4";"25.0";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Incline Bench Press (Dumbbell)";"5";"25.0";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Tricep Pushdown (Cable Bar)";"1";"25.0";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Tricep Pushdown (Cable Bar)";"2";"27.5";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Tricep Pushdown (Cable Bar)";"3";"30.0";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Tricep Pushdown (Cable Bar)";"4";"30.0";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Bicep Curl (Cable)";"1";"30.0";"15";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Bicep Curl (Cable)";"2";"32.5";"15";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Bicep Curl (Cable)";"D";"35.0";"15";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Bicep Curl (Dumbbell)";"D";"11.5";"10";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Face Pull (Cable)";"1";"25.0";"15";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Face Pull (Cable)";"2";"25.0";"15";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Shrug (Plate)";"1";"25.0";"15";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Shrug (Plate)";"2";"25.0";"15";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Shrug (Plate)";"3";"25.0";"15";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Lateral Raise (Plate)";"1";"5.0";"20";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Lateral Raise (Plate)";"2";"5.0";"20";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Lateral Raise (Plate)";"3";"5.0";"20";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Bench Press (Barbell)";"2";"60.0";"12";"";"";"";"";""
"290";"2023-05-24 14:47:26";"Lazy shit";"3679";"Bench Press (Barbell)";"3";"60.0";"12";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Bench Press (Barbell)";"1";"60.0";"5";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Bench Press (Barbell)";"2";"70.0";"5";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Bench Press (Barbell)";"3";"80.0";"5";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Bench Press (Barbell)";"4";"85.0";"5";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Bench Press (Barbell)";"5";"85.0";"5";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Bench Press (Barbell)";"6";"85.0";"8";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Seated Bicep Curl (Dumbbell)";"1";"11.5";"12";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Seated Bicep Curl (Dumbbell)";"2";"11.5";"12";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Seated Bicep Curl (Dumbbell)";"3";"11.5";"12";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Overhead Press (Dumbbell)";"1";"11.5";"15";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Overhead Press (Dumbbell)";"2";"11.5";"15";"";"";"";"";""
"291";"2023-05-25 14:38:55";"Mr consistent";"1426";"Overhead Press (Dumbbell)";"3";"11.5";"15";"";"";"";"";""
"292";"2023-05-29 15:53:20";"Push";"4484";"Bench Press (Barbell)";"1";"60.0";"5";"";"";"";"";""
"292";"2023-05-29 15:53:20";"Push";"4484";"Bench Press (Barbell)";"2";"70.0";"5";"";"";"";"";""
"292";"2023-05-29 15:53:20";"Push";"4484";"Bench Press (Barbell)";"3";"80.0";"5";"";"";"";"";""
"292";"2023-05-29 15:53:20";"Push";"4484";"Bench Press (Barbell)";"4";"90.0";"5";"";"";"";"";""
"292";"2023-05-29 15:53:20";"Push";"4484";"Bench Press (Barbell)";"5";"100.0";"5";"";"";"";"";""
"292";"2023-05-29 15:53:20";"Push";"4484";"Bench Press (Barbell)";"6";"100.0";"5";"";"";"";"";""
"292";"2023-05-29 15:53:20";"Push";"4484";"Bench Press (Barbell)";"7";"100.0";"5";"";"";"";"";""
"292";"2023-05-29 15:53:20";"Push";"4484";"Seated Overhead Press (Barbell)";"1";"40.0";"12";"";"";"";"";""
